"year","zone","measure","value"
"1997","S01001797","Lower Quartile",50000
"2004","S01001797","Count",7
"2005","S01001797","Count",10
"2006","S01001797","Count",8
"2007","S01001797","Count",9
"2008","S01001797","Count",7
"2009","S01001797","Count",6
"2010","S01001797","Count",10
"2011","S01001797","Count",9
"2012","S01001797","Count",4
"2013","S01001797","Count",9
"2003","S01001797","Count",4
"2002","S01001797","Count",6
"1998","S01001797","Count",12
"1999","S01001797","Count",6
"2000","S01001797","Count",11
"2001","S01001797","Count",11
"1993","S01001797","Count",9
"1994","S01001797","Count",7
"1995","S01001797","Count",4
"1996","S01001797","Count",8
"1997","S01001797","Count",7
"2008","S01001798","Median",307500
"2009","S01001798","Median",265100
"2006","S01001798","Median",290000
"2005","S01001798","Median",250000
"1998","S01001798","Median",142500
"2010","S01001798","Median",362500
"2013","S01001798","Median",310000
"2012","S01001798","Median",260000
"1995","S01001798","Median",109300
"2011","S01001798","Median",308750
"2004","S01001798","Median",246500
"1993","S01001798","Median",113500
"2001","S01001798","Median",170000
"2002","S01001798","Median",225000
"1996","S01001798","Median",115000
"2000","S01001798","Median",165000
"1999","S01001798","Median",166500
"2003","S01001798","Median",230000
"1997","S01001798","Median",134000
"1994","S01001798","Median",120000
"2007","S01001798","Median",360627
"1993","S01001798","Mean",108177
"1994","S01001798","Mean",132273
"1995","S01001798","Mean",151018
"2008","S01001798","Mean",335486
"1996","S01001798","Mean",126826
"2004","S01001798","Mean",260050
"1997","S01001798","Mean",145993
"2005","S01001798","Mean",291018
"2009","S01001798","Mean",305033
"2010","S01001798","Mean",394000
"2011","S01001798","Mean",381350
"2012","S01001798","Mean",284167
"2013","S01001798","Mean",345456
"2006","S01001798","Mean",343451
"2003","S01001798","Mean",226067
"2002","S01001798","Mean",256792
"1998","S01001798","Mean",163909
"1999","S01001798","Mean",202464
"2007","S01001798","Mean",388650
"2000","S01001798","Mean",192825
"2001","S01001798","Mean",174085
"1997","S01001798","Upper Quartile",190000
"2003","S01001798","Upper Quartile",250000
"2002","S01001798","Upper Quartile",270000
"1996","S01001798","Upper Quartile",125000
"2008","S01001798","Upper Quartile",388250
"2006","S01001798","Upper Quartile",345000
"1998","S01001798","Upper Quartile",245000
"1995","S01001798","Upper Quartile",197531
"2007","S01001798","Upper Quartile",454000
"2004","S01001798","Upper Quartile",280000
"1999","S01001798","Upper Quartile",250000
"2011","S01001798","Upper Quartile",590000
"1994","S01001798","Upper Quartile",167500
"2005","S01001798","Upper Quartile",353126
"2012","S01001798","Upper Quartile",373672
"2013","S01001798","Upper Quartile",415000
"2010","S01001798","Upper Quartile",510000
"1993","S01001798","Upper Quartile",117000
"2001","S01001798","Upper Quartile",190000
"2009","S01001798","Upper Quartile",400000
"2000","S01001798","Upper Quartile",205000
"2004","S01001798","Lower Quartile",222650
"2005","S01001798","Lower Quartile",197500
"2006","S01001798","Lower Quartile",250000
"2007","S01001798","Lower Quartile",306388
"2008","S01001798","Lower Quartile",276000
"2009","S01001798","Lower Quartile",250000
"2010","S01001798","Lower Quartile",281000
"2011","S01001798","Lower Quartile",245000
"2012","S01001798","Lower Quartile",195000
"2013","S01001798","Lower Quartile",247500
"2003","S01001798","Lower Quartile",193500
"2002","S01001798","Lower Quartile",215000
"1998","S01001798","Lower Quartile",113000
"1999","S01001798","Lower Quartile",122500
"2000","S01001798","Lower Quartile",149950
"2001","S01001798","Lower Quartile",145000
"1993","S01001798","Lower Quartile",98000
"1994","S01001798","Lower Quartile",98000
"1995","S01001798","Lower Quartile",94000
"1996","S01001798","Lower Quartile",110000
"1997","S01001798","Lower Quartile",100000
"2004","S01001798","Count",20
"2005","S01001798","Count",7
"2006","S01001798","Count",15
"2007","S01001798","Count",16
"2008","S01001798","Count",12
"2009","S01001798","Count",3
"2010","S01001798","Count",8
"2011","S01001798","Count",6
"2012","S01001798","Count",7
"2013","S01001798","Count",9
"2003","S01001798","Count",15
"2002","S01001798","Count",11
"1998","S01001798","Count",16
"1999","S01001798","Count",7
"2000","S01001798","Count",6
"2001","S01001798","Count",13
"1993","S01001798","Count",15
"1994","S01001798","Count",11
"1995","S01001798","Count",10
"1996","S01001798","Count",17
"1997","S01001798","Count",19
"2008","S01001799","Median",125000
"2009","S01001799","Median",130000
"2006","S01001799","Median",145995
"2005","S01001799","Median",142995
"1998","S01001799","Median",57087
"2010","S01001799","Median",45000
"2013","S01001799","Median",84065
"2012","S01001799","Median",101500
"1995","S01001799","Median",24000
"2011","S01001799","Median",30000
"2004","S01001799","Median",89950
"1993","S01001799","Median",25550
"2001","S01001799","Median",41500
"2002","S01001799","Median",45500
"1996","S01001799","Median",28975
"2000","S01001799","Median",41000
"1999","S01001799","Median",55375
"2003","S01001799","Median",51500
"1997","S01001799","Median",25000
"1994","S01001799","Median",68000
"2007","S01001799","Median",145995
"1993","S01001799","Mean",25550
"1994","S01001799","Mean",68000
"1995","S01001799","Mean",24000
"2008","S01001799","Mean",135000
"1996","S01001799","Mean",28975
"2004","S01001799","Mean",88582
"1997","S01001799","Mean",25000
"2005","S01001799","Mean",107619
"2009","S01001799","Mean",134091
"2010","S01001799","Mean",45000
"2011","S01001799","Mean",30000
"2012","S01001799","Mean",98833
"2013","S01001799","Mean",84065
"2006","S01001799","Mean",138485
"2003","S01001799","Mean",60812
"2002","S01001799","Mean",87709
"1998","S01001799","Mean",57087
"1999","S01001799","Mean",55375
"2007","S01001799","Mean",141636
"2000","S01001799","Mean",41000
"2001","S01001799","Mean",87104
"1997","S01001799","Upper Quartile",30000
"2003","S01001799","Upper Quartile",80125
"2002","S01001799","Upper Quartile",175255
"1996","S01001799","Upper Quartile",29950
"2008","S01001799","Upper Quartile",170000
"2006","S01001799","Upper Quartile",156500
"1998","S01001799","Upper Quartile",68157
"1995","S01001799","Upper Quartile",24000
"2007","S01001799","Upper Quartile",166557
"2004","S01001799","Upper Quartile",99950
"1999","S01001799","Upper Quartile",56500
"2011","S01001799","Upper Quartile",30000
"1994","S01001799","Upper Quartile",96000
"2005","S01001799","Upper Quartile",145995
"2012","S01001799","Upper Quartile",112000
"2013","S01001799","Upper Quartile",88000
"2010","S01001799","Upper Quartile",45000
"1993","S01001799","Upper Quartile",25550
"2001","S01001799","Upper Quartile",155000
"2009","S01001799","Upper Quartile",152500
"2000","S01001799","Upper Quartile",46000
"2004","S01001799","Lower Quartile",58750
"2005","S01001799","Lower Quartile",60000
"2006","S01001799","Lower Quartile",125995
"2007","S01001799","Lower Quartile",120000
"2008","S01001799","Lower Quartile",85000
"2009","S01001799","Lower Quartile",102500
"2010","S01001799","Lower Quartile",45000
"2011","S01001799","Lower Quartile",30000
"2012","S01001799","Lower Quartile",71000
"2013","S01001799","Lower Quartile",80130
"2003","S01001799","Lower Quartile",41500
"2002","S01001799","Lower Quartile",40000
"1998","S01001799","Lower Quartile",46017
"1999","S01001799","Lower Quartile",54250
"2000","S01001799","Lower Quartile",36000
"2001","S01001799","Lower Quartile",41000
"1993","S01001799","Lower Quartile",25550
"1994","S01001799","Lower Quartile",40000
"1995","S01001799","Lower Quartile",24000
"1996","S01001799","Lower Quartile",28000
"1997","S01001799","Lower Quartile",20000
"2004","S01001799","Count",11
"2005","S01001799","Count",9
"2006","S01001799","Count",17
"2007","S01001799","Count",15
"2008","S01001799","Count",7
"2009","S01001799","Count",11
"2010","S01001799","Count",1
"2011","S01001799","Count",1
"2012","S01001799","Count",6
"2013","S01001799","Count",2
"2003","S01001799","Count",4
"2002","S01001799","Count",6
"1998","S01001799","Count",2
"1999","S01001799","Count",2
"2000","S01001799","Count",2
"2001","S01001799","Count",5
"1993","S01001799","Count",1
"1994","S01001799","Count",2
"1995","S01001799","Count",1
"1996","S01001799","Count",2
"1997","S01001799","Count",2
"2008","S01001800","Median",170000
"2009","S01001800","Median",189075
"2006","S01001800","Median",168000
"2005","S01001800","Median",167000
"1998","S01001800","Median",76500
"2010","S01001800","Median",205000
"2013","S01001800","Median",179625
"2012","S01001800","Median",165000
"1995","S01001800","Median",60000
"2011","S01001800","Median",172000
"2004","S01001800","Median",166500
"1993","S01001800","Median",62000
"2001","S01001800","Median",89100
"2002","S01001800","Median",125088
"1996","S01001800","Median",65750
"2000","S01001800","Median",83750
"1999","S01001800","Median",83000
"2003","S01001800","Median",126000
"1997","S01001800","Median",70250
"1994","S01001800","Median",60000
"2007","S01001800","Median",202500
"1993","S01001800","Mean",64480
"1994","S01001800","Mean",63325
"1995","S01001800","Mean",66295
"2008","S01001800","Mean",194835
"1996","S01001800","Mean",70722
"2004","S01001800","Mean",170698
"1997","S01001800","Mean",70508
"2005","S01001800","Mean",169513
"2009","S01001800","Mean",182501
"2010","S01001800","Mean",210929
"2011","S01001800","Mean",199091
"2012","S01001800","Mean",169167
"2013","S01001800","Mean",202155
"2006","S01001800","Mean",175115
"2003","S01001800","Mean",132388
"2002","S01001800","Mean",123345
"1998","S01001800","Mean",80787
"1999","S01001800","Mean",86712
"2007","S01001800","Mean",210089
"2000","S01001800","Mean",92322
"2001","S01001800","Mean",87689
"1997","S01001800","Upper Quartile",76500
"2003","S01001800","Upper Quartile",160000
"2002","S01001800","Upper Quartile",150000
"1996","S01001800","Upper Quartile",79000
"2008","S01001800","Upper Quartile",218250
"2006","S01001800","Upper Quartile",195000
"1998","S01001800","Upper Quartile",95000
"1995","S01001800","Upper Quartile",77000
"2007","S01001800","Upper Quartile",244250
"2004","S01001800","Upper Quartile",206000
"1999","S01001800","Upper Quartile",107000
"2011","S01001800","Upper Quartile",229000
"1994","S01001800","Upper Quartile",65789
"2005","S01001800","Upper Quartile",199500
"2012","S01001800","Upper Quartile",177250
"2013","S01001800","Upper Quartile",245976
"2010","S01001800","Upper Quartile",242500
"1993","S01001800","Upper Quartile",72575
"2001","S01001800","Upper Quartile",100000
"2009","S01001800","Upper Quartile",212500
"2000","S01001800","Upper Quartile",107000
"2004","S01001800","Lower Quartile",139500
"2005","S01001800","Lower Quartile",139500
"2006","S01001800","Lower Quartile",153000
"2007","S01001800","Lower Quartile",174500
"2008","S01001800","Lower Quartile",165000
"2009","S01001800","Lower Quartile",148000
"2010","S01001800","Lower Quartile",180000
"2011","S01001800","Lower Quartile",162500
"2012","S01001800","Lower Quartile",148000
"2013","S01001800","Lower Quartile",165500
"2003","S01001800","Lower Quartile",107000
"2002","S01001800","Lower Quartile",97000
"1998","S01001800","Lower Quartile",64000
"1999","S01001800","Lower Quartile",76000
"2000","S01001800","Lower Quartile",79500
"2001","S01001800","Lower Quartile",75000
"1993","S01001800","Lower Quartile",56250
"1994","S01001800","Lower Quartile",55778
"1995","S01001800","Lower Quartile",57000
"1996","S01001800","Lower Quartile",59500
"1997","S01001800","Lower Quartile",60000
"2004","S01001800","Count",20
"2005","S01001800","Count",19
"2006","S01001800","Count",17
"2007","S01001800","Count",16
"2008","S01001800","Count",11
"2009","S01001800","Count",12
"2010","S01001800","Count",17
"2011","S01001800","Count",11
"2012","S01001800","Count",12
"2013","S01001800","Count",12
"2003","S01001800","Count",19
"2002","S01001800","Count",14
"1998","S01001800","Count",18
"1999","S01001800","Count",21
"2000","S01001800","Count",15
"2001","S01001800","Count",23
"1993","S01001800","Count",24
"1994","S01001800","Count",24
"1995","S01001800","Count",14
"1996","S01001800","Count",16
"1997","S01001800","Count",20
"2008","S01001801","Median",427500
"2009","S01001801","Median",357500
"2006","S01001801","Median",375000
"2005","S01001801","Median",352500
"1998","S01001801","Median",198000
"2010","S01001801","Median",370000
"2013","S01001801","Median",375275
"2012","S01001801","Median",360000
"1995","S01001801","Median",135000
"2011","S01001801","Median",485000
"2004","S01001801","Median",416250
"1993","S01001801","Median",142500
"2001","S01001801","Median",317038
"2002","S01001801","Median",266567
"1996","S01001801","Median",135000
"2000","S01001801","Median",225000
"1999","S01001801","Median",215000
"2003","S01001801","Median",330000
"1997","S01001801","Median",129385
"1994","S01001801","Median",156000
"2007","S01001801","Median",427500
"1993","S01001801","Mean",145442
"1994","S01001801","Mean",163503
"1995","S01001801","Mean",152783
"2008","S01001801","Mean",481154
"1996","S01001801","Mean",141501
"2004","S01001801","Mean",415369
"1997","S01001801","Mean",124663
"2005","S01001801","Mean",406991
"2009","S01001801","Mean",355938
"2010","S01001801","Mean",390111
"2011","S01001801","Mean",475583
"2012","S01001801","Mean",408358
"2013","S01001801","Mean",413812
"2006","S01001801","Mean",389330
"2003","S01001801","Mean",341317
"2002","S01001801","Mean",262202
"1998","S01001801","Mean",193843
"1999","S01001801","Mean",235057
"2007","S01001801","Mean",475172
"2000","S01001801","Mean",203956
"2001","S01001801","Mean",345082
"1997","S01001801","Upper Quartile",167005
"2003","S01001801","Upper Quartile",442000
"2002","S01001801","Upper Quartile",370000
"1996","S01001801","Upper Quartile",165000
"2008","S01001801","Upper Quartile",552480
"2006","S01001801","Upper Quartile",443000
"1998","S01001801","Upper Quartile",232000
"1995","S01001801","Upper Quartile",220000
"2007","S01001801","Upper Quartile",615500
"2004","S01001801","Upper Quartile",467500
"1999","S01001801","Upper Quartile",270000
"2011","S01001801","Upper Quartile",572500
"1994","S01001801","Upper Quartile",180000
"2005","S01001801","Upper Quartile",450000
"2012","S01001801","Upper Quartile",480000
"2013","S01001801","Upper Quartile",500000
"2010","S01001801","Upper Quartile",665000
"1993","S01001801","Upper Quartile",161500
"2001","S01001801","Upper Quartile",435105
"2009","S01001801","Upper Quartile",387500
"2000","S01001801","Upper Quartile",236000
"2004","S01001801","Lower Quartile",350028
"2005","S01001801","Lower Quartile",268040
"2006","S01001801","Lower Quartile",300000
"2007","S01001801","Lower Quartile",343100
"2008","S01001801","Lower Quartile",382000
"2009","S01001801","Lower Quartile",317500
"2010","S01001801","Lower Quartile",310000
"2011","S01001801","Lower Quartile",326000
"2012","S01001801","Lower Quartile",335000
"2013","S01001801","Lower Quartile",362362
"2003","S01001801","Lower Quartile",245000
"2002","S01001801","Lower Quartile",185000
